fileName,realms,mainList,spellList,level,spellName,details,areaOfEffect,duration,range,type
ClosedMentalism,心神,封閉心神,移動,7,漂浮術V,與漂浮術I一樣，但有50'／每輪。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,8,高空深潛*,施法者能從空中向水裡安全深潛50'／每級，只要水深足夠（1'水／25'深潛）。,施法者,—,自身,U
ClosedMentalism,心神,封閉心神,移動,9,彈跳術,有跳躍術和著陸術效果，每輪一次。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,10,融合術,目標能融合到任何固體、無生命材料。 融合時，目標無法移動、感知或施法。 當目標從材料中出現時，有可能從材料的任何側面或表面出現，儘管這僅限於「穿過」不超過目標身體大小+2'的材料。 目標能隨時退出，直到法術持續時間結束（此時目標會自動出現在入口點）。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,11,飛行I,與緩慢飛行一樣，但速度為 35'／每輪（約 5 英里每小時）。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,12,真．著陸術*,與著陸術一樣，但施法者在99%的時間中從任何墜落中安全著陸，即使在那 1% 的不安全時間中也能有20'/每級安全墜落。,施法者,1 墜落,自身,U
ClosedMentalism,心神,封閉心神,移動,13,漂浮術XXX,與漂浮術I一樣，但有200'／每輪。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,14,穿行術,目標能穿過任何無生命物質，最高可達 1'／每級。 需要 1 輪才能穿過 2' 材料。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,15,飛行II,與緩慢飛行一樣，但速度為 75'／每輪（約 10 英里每小時）。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,16,延長飛行I,與飛行I一樣，但持續時間為 10 分鐘／每級。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,17,高等融合術,"與融合術一樣，但施法者能在材料內轉動，並且如果在表面的 6"" 範圍內能感知外部世界。",施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,18,真．漂浮術,與漂浮術I一樣，但有100'／每輪，且施法者能保持懸浮一整天。,施法者,1 天,自身,U
ClosedMentalism,心神,封閉心神,移動,19,管理行李*,當施法者施展此列表中的另一個法術時（此法術1分鐘內），施法者將能夠使用該法術移動3倍於正常重量的重量。,1 法術,可變,自身,U
ClosedMentalism,心神,封閉心神,移動,20,真．融合術,與高等融合術一樣，但施法者能在融合時對自己施展法術。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,25,飛行III,與緩慢飛行一樣，但速度為 150'／每輪（約 20 英里每小時）。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,30,真．穿行術,與穿行術一樣，但施法者能以 10'／每輪的速度穿過盡可能多的材料。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,35,真．飛行,與緩慢飛行一樣，但速度為 225'／每輪（約 30 英里每小時）。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,40,真．延長飛行,與真．飛行一樣，但持續時間為 10 分鐘／每級。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,移動,50,移動大師,施法者每輪可施展此列表中最高達 30 級的任何法術。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,0,說明,無,,,,
ClosedMentalism,心神,封閉心神,速度,1,即時姿態*,施法者能在法術持續時間內隨時改變姿態。 姿勢有站、坐、蹲、臥等。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,2,即時（解除）騎乘*,施法者「立即」騎乘野獸或下馬（即該動作被視為具有 0 或 1 AP 的立即法術一部分）。,施法者,—,自身,U
ClosedMentalism,心神,封閉心神,速度,3,即時意識*,施法者進行察覺檢定，無需任何減值即可立即評估當前情況（察覺檢定視為具有 0 或 1 AP 的立即法術一部分）。,施法者,—,自身,U
ClosedMentalism,心神,封閉心神,速度,4,迅捷I,目標的先攻 +5。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,5,衝刺I,施法者在此法術生效的每輪獲得額外 1 AP 能使用（即施法者在該輪中有 5 AP），並且只要他願意，他就能維持法術。 然而，施法者在每輪結束時會受到 -2 的堆疊疲勞減值。 當此法術仍然有效時，無法休息。,施法者,可變,自身,U
ClosedMentalism,心神,封閉心神,速度,6,大步術I,施法者的基本移動率 (BMR) +10%，向上取整到最接近的英尺／每輪。 對於 20'／每輪的 BMR，將會 +2'／每輪。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,7,加速I,目標在法術生效的每輪 +1 AP （代表目標在一輪中有 5 AP）。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,8,迅捷II,目標的先攻 +10。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,9,閃電反射*,當施法者受到突襲時，施法者的潛意識會施放此法術，從而消除突襲效果。,施法者,—,自身,Us
ClosedMentalism,心神,封閉心神,速度,10,迅捷III,目標的先攻 +15。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,11,衝刺II,與衝刺I一樣，但有額外2AP。,施法者,可變,自身,U
ClosedMentalism,心神,封閉心神,速度,12,大步術III,與大步術I一樣，但+30%。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,13,迅捷IV,目標的先攻 +20。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,14,閃電思維*,施法者的思維以令人難以置信的速度運轉，讓他有時間仔細考慮當前的情況，就好像在他下定決心時世界都暫停了一樣。 此時不能採取任何身體動作，也不能施展任何法術，但能進行許多精神活動。 除了在需要立即做出決定時能夠花時間考慮之外，角色的知識與科學技能（以及其他技能的知識方面）能進行檢定（無法超過3次）。 如果施法者與某人有精神連結，他能發送任意長度的訊息，儘管接收者需要正常時間來處理它。 任何精神感知到的東西都能像整輪一樣仔細地檢定。,施法者,—,自身,U
ClosedMentalism,心神,封閉心神,速度,15,加速II,與加速I一樣，但 +2 AP。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,16,閃光魔法,當法術生效時，施法者將所有法術施展為立即法術。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,17,衝刺III,與衝刺I一樣，但有額外3AP。,施法者,可變,自身,U
ClosedMentalism,心神,封閉心神,速度,18,迅捷提升,施法者的迅捷加值+5。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,19,強力小睡,允許施法者在1小時內完成整個睡眠週期（允許 PP 與生命值恢復）。,施法者,1 小時,自身,U
ClosedMentalism,心神,封閉心神,速度,20,大步術V,與大步術I一樣，但+50%。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,25,加速III,與加速I一樣，但 +3 AP。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,30,衝刺IV,與衝刺I一樣，但有額外4AP。,施法者,可變,自身,U
ClosedMentalism,心神,封閉心神,速度,35,衝刺V,與衝刺I一樣，但有額外5AP。,施法者,可變,自身,U
ClosedMentalism,心神,封閉心神,速度,40,真．迅捷提升,施法者的迅捷加值+15。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,速度,50,加速IV,與加速I一樣，但 +4 AP。,施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,0,說明,注意：有關探測法術的更多訊息，請參見第 10.4 節。有關處理光亮與黑暗的部份，請參閱 RMCL 第 15.7 節。,,,,
ClosedMentalism,心神,封閉心神,感知掌握,1,銳耳術,施法者獲得極其敏銳的聽覺。這使僅涉及聽覺的察覺檢定有 +50，涉及聽覺與其他感官的察覺檢定 +25。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,2,夜視術,只要有一點光線，施法者就能像在白天一樣看到 100' 遠。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,3,側視術,施法者具有 300° 視野。 對目標攻擊的側翼加值降低至 +5，後方加值降低至 +15。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,4,偵測幻術,施法者能檢查一個物體或地點（最多 5'R）並判斷它是否為幻術或上面有幻術。,可變,—,100',I
ClosedMentalism,心神,封閉心神,感知掌握,5,水視術,施法者能在任何水中（包括渾水）看到 100' 遠，就像在白天的正常視覺一樣。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,6,嗅覺靈敏,施法者獲得極其敏銳的嗅覺。 這使僅涉及氣味的察覺檢定有 +50，涉及嗅覺和其他感官的察覺檢定+25。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,7,霧視術,與夜視術一樣，但施法者能在任何降水（包括濃霧）中清晰看見 100' 視野。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,8,觸覺術,施法者獲得極高的觸覺靈敏度。這為任何需要觸覺的動作提供了好處。例如，施法者可能會在撬鎖、解除陷阱、打開秘密門等方面獲得+25，在僅涉及觸摸的察覺有+50，在涉及觸覺和其他感官的察覺上獲得+25。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,9,黑暗視覺,與夜視術一樣，但能看穿任何黑暗。 即使沒有光也能看見。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,10,心靈之耳,施法者能選擇 100'／每級的一個點，並聽到好像在該點的聲音（可能有牆壁等中間物體）；施法者必須之前訪問過該點或看到該位置。 請注意，這意味著施法者在自己的位置沒有聽力。,施法者,1 分鐘/每級 (C),100'/每級,I
ClosedMentalism,心神,封閉心神,感知掌握,11,心靈之眼,與心靈之爾一樣，但使用的是視覺。,施法者,1 分鐘/每級 (C),100'/每級,I
ClosedMentalism,心神,封閉心神,感知掌握,12,解除幻術I,當此法術生效時，施法者範圍內的一個幻象不再僅對施法者存在。施法者必須指定要被否定的幻象（但除非施法者確定某物是幻象，否則可能只是在虛耗PP）。,1 幻術,1 分鐘/每級,100',E
ClosedMentalism,心神,封閉心神,感知掌握,13,真．偵測幻術,與偵測幻術一樣，但施法者每輪能專注於一個物體或一個地方。,可變,1 分鐘/每級 (C),100',I
ClosedMentalism,心神,封閉心神,感知掌握,14,多重視覺,所有低等級視覺法術能同時發揮作用。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,15,真．夜視術,與夜視術一樣，但有正常的日光視覺範圍。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,16,心靈感官,與心靈之耳一樣，但施法者能使用所有感官。,施法者,1 分鐘/每級 (C),100'/每級,I
ClosedMentalism,心神,封閉心神,感知掌握,17,真．解除幻術,與解除幻術一樣，但施法者範圍內的所有幻術都不再存在。,100'R,1 分鐘/每級,自身,E
ClosedMentalism,心神,封閉心神,感知掌握,18,真．水視術,與水視術一樣，但有正常的日光視覺範圍。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,19,真．霧視術,與霧視術一樣，但有正常的日光視覺範圍。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,20,真．多重視覺,所有低等級視覺法術能同時發揮作用。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,25,真．心靈之耳,與心靈之耳一樣，但有1英哩／每級。,施法者,1 分鐘/每級 (C),1 英哩/每級,I
ClosedMentalism,心神,封閉心神,感知掌握,30,真．心靈之眼,與心靈之眼一樣，但有1英哩／每級。,施法者,1 分鐘/每級 (C),1 英哩/每級,I
ClosedMentalism,心神,封閉心神,感知掌握,35,真．心靈感官,與心靈感官一樣，但有1英哩／每級。,施法者,1 分鐘/每級 (C),1 英哩/每級,I
ClosedMentalism,心神,封閉心神,感知掌握,40,顯微視覺,施法者能以高達 40 倍的放大倍率查看 2' 內的物體。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,感知掌握,50,感官融合,施法者能將感官與透過法術或事先安排已知位置的主體的感官「融合」。 施法者和目標都將充分了解感知雙方位置；此法術使得這一切不會變得混亂。 如果目標不在指定位置，則此法術的 PP 會被浪費。,施法者,1 分鐘/每級 (C),無限,Um
ClosedMentalism,心神,封閉心神,變換,0,說明,注意： 請參閱第 10.21 節，以了解名稱中帶有「某類」法術的討論。,,,,
ClosedMentalism,心神,封閉心神,變換,1,平衡術*,"對於以行走速度或更低速度執行的任何平衡移動檢定（例如，在 3"" 橫樑上行走）有 +50 加值。",施法者,1 每輪/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,2,軟骨術,允許施法者分離四肢、收縮肌肉等；為了逃脫手銬和繩索並滑過小地方（+50到+100來逃脫檢定）。,施法者,C,自身,U
ClosedMentalism,心神,封閉心神,變換,3,變臉術,將施法者的臉改變成與其他人相似，但又沒有太接近，以至於仔細觀察時會感到困惑。,施法者,1 小時,自身,U
ClosedMentalism,心神,封閉心神,變換,4,改變知識,允許施法者分析另一個存在的形態，以供將來與真．改變術一起使用。 施法者只能分析與他在此列表中的等級數的形態。 施法者能隨時遺忘型態，以便為替換騰出空間。,施法者,P,自身,I
ClosedMentalism,心神,封閉心神,變換,5,水肺術,施法者能在水中呼吸，但無法在呼吸空氣。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,6,橡膠形態,將施法者的肉體和骨骼改變為更有彈性的形態，將所有受到的「鈍擊」和「衝擊」重擊嚴重度-1級。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,7,自我幻形,將施法者的整個身體改變為另一個類人生物。 這不能是某個特定個體。 例如，人類施法者能幻形為矮人，但不能幻形為矮人至高議長。 並且只會獲得物理型態（所以幻形為矮人不會讓你有黑暗視覺）。 此法術不允許施法者改變體型類別，但能在限制內根據需要改變體型。這不會改變施法者攜帶或穿著的任何東西，只會改變身體，但外道醫師基礎列表的義肢會跟著改變。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,8,氣體肺,施法者能像普通空氣一樣呼吸任何氣體。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,9,深度掌握,施法者的身體能夠適應極高或極低的壓力或壓力突然變化，而不會受到任何傷害。這不適用於固體的粉碎，僅適用於來自環境氣體或液體的壓力。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,10,高等變臉術,與變臉術一樣，但持續 1小時／每級。,施法者,1 小時/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,11,改變肺部,目標能隨意在水、空氣和任何氣體中呼吸。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,12,體型改變,將施法者的體型改變±1級。 這不會改變施法者攜帶或穿著的任何東西，只會改變他的身體，但外道醫師基礎列表的義肢會跟著改變。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,13,改變術,與幻形術一樣，但能改變成目標體型類別內的任何有機形態。 但不會獲得該形態的特殊能力。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,14,水下呼吸者,與水肺術一樣，但持續時間為1小時／每級。,施法者,1 小時/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,15,固體形態,施法者變得彷彿由非常緻密的石頭製成（無法移動或施法）。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,16,無肺術,施法者根本不需要呼吸。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,17,真．改變術,與改變術一樣，但改變型態可以是改變知識分析的特定個體。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,18,變形術,與真．改變術一樣，但目標能在法術期間隨時透過專注1輪／改變來呈現不同的形態。,施法者,10 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,19,如生於海,與水肺術與深度掌握一樣，但持續1小時／每級。,施法者,1 小時/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,20,水形態,施法者呈液態，能像水一樣滲入裂縫。 在此形態下，施法者能以 10 英哩每小時的速度在水中移動，但無法施展法術。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,25,霧形態,施法者以迷霧的形式出現，能夠以20英里每小時的速度飛行（當然，會受到環境風的影響）、滲透裂縫、延伸自我以使其幾乎隱形等，但無法施展法術。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,30,形態大師,與水形態和霧形態一樣，但能任意轉換（專注1輪改變）。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,35,真．水形態,與水形態一樣，但能以 -10 檢定施法。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,40,真．霧形態,與霧形態一樣，但能以 -10 檢定施法。,施法者,1 分鐘/每級,自身,U
ClosedMentalism,心神,封閉心神,變換,50,變身大師,與變形術和形態大師一樣，但所有形態都可隨意互換（專注1輪改變）。施法者能改變體型±1級。,施法者,1 分鐘/每級,自身,U
MonkBase,心神,修行者基本,心神合一,0,說明,無,,,,
MonkBase,心神,修行者基本,心神合一,1,身體武器I,施法者的所有無武裝攻擊獲得 +5 加值。,施法者,1 分鐘/每級,自身,U
MonkBase,心神,修行者基本,心神合一,2,物理紀律II*,施法者在1分鐘／每級內的下一次身體紀律檢定獲得 +20 加值。,施法者,可變,自身,U
MonkBase,心神,修行者基本,心神合一,3,心靈紀律II*,施法者在1分鐘／每級內的下一次精神紀律檢定獲得 +20 加值。,施法者,可變,自身,U
MonkBase,心神,修行者基本,心神合一,4,身體護甲I,在該法術持續時間內，施法者的自然AT+1（例如，大多數類人生物會從AT 1 變為AT 2，但如果施法者的自然皮膚為AT 3，則變為AT 4）。,施法者,1 每輪/每級,自身,U
MonkBase,心神,修行者基本,心神合一,5,粉碎打擊I,施法者能攻擊無生命的物體並對其造成傷害（自己不會受到傷害）。 施法者對該物體進行一次無武裝攻擊。此外，該物體必須進行損壞檢定。,施法者,—,自身,U
MonkBase,心神,修行者基本,心神合一,6,物理紀律III*,施法者在1分鐘／每級內的下一次身體紀律檢定獲得 +30 加值。,施法者,可變,自身,U
MonkBase,心神,修行者基本,心神合一,7,身體武器II,施法者的所有無武裝攻擊獲得 +10 加值。,施法者,1 分鐘/每級,自身,U
MonkBase,心神,修行者基本,心神合一,8,心靈紀律III*,施法者在1分鐘／每級內的下一次精神紀律檢定獲得 +30 加值。,施法者,可變,自身,U
MonkBase,心神,修行者基本,心神合一,9,身體護甲II,與身體護甲I一樣，但AT +2。,施法者,1 每輪/每級,自身,U
MonkBase,心神,修行者基本,心神合一,10,雄獅之心,施法者能無視對他的第一次重擊效果。 在該法術持續時間結束時，效果將正常生效。 以此方式同時間只能忽略一處傷口（施法者無法啟動多個雄獅之心）。,施法者,1 分鐘/每級,自身,U
MonkBase,心神,修行者基本,心神合一,11,物理紀律IV*,施法者在1分鐘／每級內的下一次身體紀律檢定獲得 +40 加值。,施法者,可變,自身,U
MonkBase,心神,修行者基本,心神合一,12,心靈紀律IV*,施法者在1分鐘／每級內的下一次精神紀律檢定獲得 +40 加值。,施法者,可變,自身,U
MonkBase,心神,修行者基本,心神合一,13,身體武器III,施法者的所有無武裝攻擊獲得 +15 加值。,施法者,1 分鐘/每級,自身,U
MonkBase,心神,修行者基本,心神合一,14,粉碎打擊II,與粉碎打擊I一樣，但損壞檢定 -30。,施法者,—,自身,U
MonkBase,心神,修行者基本,心神合一,15,物理紀律V*,施法者在1分鐘／每級內的下一次身體紀律檢定獲得 +50 加值。,施法者,可變,自身,U
MonkBase,心神,修行者基本,心神合一,16,心靈紀律V*,施法者在1分鐘／每級內的下一次精神紀律檢定獲得 +50 加值。,施法者,可變,自身,U
MonkBase,心神,修行者基本,心神合一,17,身體護甲III,與身體護甲I一樣，但AT +3。,施法者,1 每輪/每級,自身,U
MonkBase,心神,修行者基本,心神合一,18,粉碎打擊III,與粉碎打擊I一樣，但損壞檢定 -60。,施法者,—,自身,U
MonkBase,心神,修行者基本,心神合一,19,身體武器IV,施法者的所有無武裝攻擊獲得 +20 加值。,施法者,1/每級,自身,U
MonkBase,心神,修行者基本,心神合一,20,紀律VI*,施法者在1分鐘／每級內的下一次身體紀律或精神紀律檢定時獲得 +60 加值。,施法者,可變,自身,U
MonkBase,心神,修行者基本,心神合一,25,身體武器VI,施法者的所有無武裝攻擊獲得 +30 加值。,施法者,1 每輪/每級,自身,U
MonkBase,心神,修行者基本,心神合一,30,真．粉碎打擊,與粉碎打擊I一樣，但損壞檢定 -100。,施法者,—,自身,U
MonkBase,心神,修行者基本,心神合一,35,身體武器VIII,施法者的所有無武裝攻擊獲得 +40 加值。,施法者,1 每輪/每級,自身,U
MonkBase,心神,修行者基本,心神合一,40,紀律VIII*,施法者在1分鐘／每級內的下一次身體紀律或精神紀律檢定時獲得 +80 加值。,施法者,可變,自身,U
MonkBase,心神,修行者基本,心神合一,50,心神合一,施法者能使用此列表中任何一個較低等級的法術，每輪一次。,施法者,1 每輪/每級,自身,U
MonkBase,心神,修行者基本,身體操縱,0,說明,注意：當受到耐痛術影響時，失去生命值不會受到減值。當法術持續時間結束時，就會重新承受應該獲得的效果。但如果在持續時間結束之前被治療，就不會有影響。因此，如果角色因為耐痛術而承受了 -38 生命值，但在持續時間內恢復到了 2 點生命值。則最終不會昏倒。同樣，如果耐痛術允許戰鬥超出致命的生命值損失，則在法術結束前不受到任何影響。,,,,
MonkBase,心神,修行者基本,身體操縱,1,平衡術*,"對於以行走速度或更低速度執行的任何平衡移動檢定（例如，在 3"" 橫樑上行走）有 +50 加值。",施法者,1 每輪/每級,自身,U
MonkBase,心神,修行者基本,身體操縱,2,收縮術,允許施法者的肌肉、四肢和軀幹輕微改變；這有助於逃離束縛和小地方。 執行此類逃脫檢定有+25到+50加值。,施法者,C,自身,U
MonkBase,心神,修行者基本,身體操縱,3,集中II*,為任何檢定（非戰鬥）增加 +20，在該檢定的輪次中無法執行其他動作（除了施展此法術）。,施法者,1 輪,自身,U
MonkBase,心神,修行者基本,身體操縱,4,耐痛術I*,施法者在昏倒之前能夠額外承受25%傷勢（無條件捨去）。當法術失效時，原本懲受的傷害仍會維持。,施法者,1 分鐘/每級,自身,Us
MonkBase,心神,修行者基本,身體操縱,5,變臉術,將施法者的臉改變成與其他人相似，但又沒有太接近，以至於仔細觀察時會感到困惑。,施法者,10 分鐘/每級,自身,U
MonkBase,心神,修行者基本,身體操縱,6,水肺術,施法者能在水中呼吸，但無法在呼吸空氣。,施法者,1 分鐘/每級,自身,U
MonkBase,心神,修行者基本,身體操縱,7,集中III*,與集中II一樣，但有 +30 加值。,施法者,1 輪,自身,U
MonkBase,心神,修行者基本,身體操縱,8,修行者之力II*,此法術增加施法者的有效力量。 在近戰中，施法者造成2倍傷害，並獲得 +10 OB 加值。,施法者,1 輪,自身,U
MonkBase,心神,修行者基本,身體操縱,9,耐痛術II*,與耐痛術I一樣，但能承受 50% 傷勢。,施法者,1 分鐘/每級,自身,Us
MonkBase,心神,修行者基本,身體操縱,10,身體轉變,將施法者的身體稍微改變為想要的類人種族的一般形狀和體型（必須在施法者正常質量和相同體型類別的 25% 以內）。,施法者,10 分鐘/每級,自身,U
MonkBase,心神,修行者基本,身體操縱,11,集中IV*,與集中II一樣，但有 +40 加值。,施法者,1 輪,自身,U
MonkBase,心神,修行者基本,身體操縱,12,修行者之力III*,與修行者之力II一樣，但能造成3倍傷害，且有 +15 OB加值。,施法者,1 輪,自身,U
MonkBase,心神,修行者基本,身體操縱,13,甦醒術*,此法術將在施法後的下一輪將施法者從睡眠中喚醒（施法者能預設該法術啟動的條件）。,施法者,—,自身,Us
MonkBase,心神,修行者基本,身體操縱,14,氣體肺,施法者能像普通空氣一樣呼吸任何氣體。,施法者,10 分鐘/每級,自身,U
MonkBase,心神,修行者基本,身體操縱,15,耐痛術III*,與耐痛術I一樣，但能承受 75% 傷勢。,施法者,1 分鐘/每級,自身,Us
MonkBase,心神,修行者基本,身體操縱,16,集中V*,與集中II一樣，但有 +50 加值。,施法者,1 輪,自身,U
MonkBase,心神,修行者基本,身體操縱,17,修行者休憩,法術將正常休息所需的時間減半。 例如，在正常的1天之後，施法者不需要8小時睡眠，而只需要4小時的睡眠。 此法術能應用在一次睡眠。,施法者,可變,自身,U
MonkBase,心神,修行者基本,身體操縱,18,耐痛術IV*,與耐痛術I一樣，但能承受 100% 傷勢。,施法者,1 分鐘/每級,自身,Us
MonkBase,心神,修行者基本,身體操縱,19,冥想休憩,在正常睡眠期間，施法者能進行察覺檢定（不是基於視力），而不會受到任何減值。 此法術能應用在一次睡眠。,施法者,可變,自身,U
MonkBase,心神,修行者基本,身體操縱,20,自我保命術*,受到致命一擊後，施法者會進入假死狀態，直到被治癒或因腦部破壞而死亡。,施法者,可變,自身,Us
MonkBase,心神,修行者基本,身體操縱,25,真．修行者休憩,與修行者休憩和冥想休憩同時運作。,施法者,可變,自身,U
MonkBase,心神,修行者基本,身體操縱,30,修行者之力IV*,與修行者之力II一樣，但能造成4倍傷害，且有 +20 OB加值。,施法者,1 輪,自身,U
MonkBase,心神,修行者基本,身體操縱,35,集中VII*,與集中II一樣，但有 +70 加值。,施法者,1 輪,自身,U
MonkBase,心神,修行者基本,身體操縱,40,修行者之力V*,與修行者之力II一樣，但能造成5倍傷害，且有 +25 OB加值。,施法者,1 輪,自身,U
MonkBase,心神,修行者基本,身體操縱,50,真．耐痛術*,施法者忽略所有疼痛；他無視失去生命值的減值，並且永遠不會因為受到攻擊而失去知覺，也不會在該法術生效期間因失去生命值而死亡。,施法者,1 分鐘/每級,自身,Us
MonkBase,心神,修行者基本,修行者感官,0,說明,注意：有關探測法術的更多訊息，請參見第 10.4 節。有關處理光亮與黑暗的部份，請參閱 RMCL 第 15.7 節。,,,,
MonkBase,心神,修行者基本,修行者感官,1,銳耳術*,施法者獲得極其敏銳的聽覺。這使僅涉及聽覺的察覺檢定有 +50，涉及聽覺與其他感官的察覺檢定 +25。,施法者,10 分鐘/每級,自身,U
MonkBase,心神,修行者基本,修行者感官,2,夜視術*,只要有一點光線，施法者就能像在白天一樣看到 100' 遠。,施法者,10 分鐘/每級,自身,U
MonkBase,心神,修行者基本,修行者感官,3,側視術*,施法者具有 300° 視野。 對目標攻擊的側翼加值降低至 +5，後方加值降低至 +15。,施法者,10 分鐘/每級,自身,U
MonkBase,心神,修行者基本,修行者感官,4,嗅覺靈敏*,施法者獲得極其敏銳的嗅覺。 這使僅涉及氣味的察覺檢定有 +50，涉及嗅覺和其他感官的察覺檢定+25。,施法者,10 分鐘/每級,自身,U
MonkBase,心神,修行者基本,修行者感官,5,水視術*,施法者能在任何水中（包括渾水）看到 100' 遠，就像在白天的正常視覺一樣。,施法者,10 分鐘/每級,自身,U
MonkBase,心神,修行者基本,修行者感官,6,霧視術*,與夜視術一樣，但施法者能在任何降水（包括濃霧）中清晰看見 100' 視野。,施法者,10 分鐘/每級,自身,U
MonkBase,心神,修行者基本,修行者感官,7,觸覺術*,施法者獲得極高的觸覺靈敏度。這為任何需要觸覺的動作提供了好處。例如，施法者可能會在撬鎖、解除陷阱、打開秘密門等方面獲得+25，在僅涉及觸摸的察覺有+50，在涉及觸覺和其他感官的察覺上獲得+25。,施法者,10 分鐘/每級,自身,U
MonkBase,心神,修行者基本,修行者感官,8,黑暗視覺*,與夜視術一樣，但能看穿任何黑暗。 即使沒有光也能看見。,施法者,10 分鐘/每級,自身,U
